Tag_Number,Hazard_Rat,DBH_2022,Notes,Max_PDOP,Corr_Type,GPS_Date,GPS_Time,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,Std_Dev,Point_ID,layer,path,TagNumber,Species Co,LatinName,Species _1,DBH_2019,Azimuth,Dist to Bu,Buil Vinta,Sun,Hazard
"353",Healthy,49.9,,1.2,Real-time SBAS Corrected,2022-10-20,05:05:07pm,Tagged_T,KHCALL1019-AFT.SSF,"11","11",K Campus Trees,0.227343,"15",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"353",PSME,Pseudotsuga menziesii,Douglas-fir,49.200000000000003,"360","15",1950-1980,Partial,"0"
"1141",Healthy,53.4,,1.8,Real-time SBAS Corrected,2022-10-20,05:06:41pm,Tagged_T,KHCALL1019-AFT.SSF,"13","13",K Campus Trees,0.530058,"16",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1141",PLOC,Platanus occidentalis,American Sycamore,16.500000000000000,"90","21",,Sun,"0"
"1142",Healthy,21.4,,1.3,Real-time SBAS Corrected,2022-10-20,05:08:45pm,Tagged_T,KHCALL1019-AFT.SSF,"11","11",K Campus Trees,0.192578,"17",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1142",PYCA,Pyrus calleryana,Callery Pear,15.000000000000000,"90","15",1950-1980,Sun,"0"
"1143",Healthy,51.1,17.2 9.8 8.5 15.6,2.2,Uncorrected,2022-10-20,05:10:32pm,Tagged_T,KHCALL1019-AFT.SSF,"34","34",K Campus Trees,1.004296,"18",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1143",CRDO,Crataegus douglasii,Black Hawthorne,18.800000000000001,"90","4",1950-1980,Partial,"0"
"1144",Healthy,65.1,7.5 11.0 11.8 8.3 6.0 10.0 10.5,1.5,Uncorrected,2022-10-20,05:12:54pm,Tagged_T,KHCALL1019-AFT.SSF,"43","43",K Campus Trees,1.293590,"19",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1144",CRDO,Crataegus douglasii,Black Hawthorne,22.600000000000001,"90","4",1950-1980,Partial,"0"
"1145",Healthy,76.8,11 11.5 8.8 11.8 8.7 5.5 6 13.5,1.3,Uncorrected,2022-10-20,05:15:28pm,Tagged_T,KHCALL1019-AFT.SSF,"34","34",K Campus Trees,1.014610,"20",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1145",CRDO,Crataegus douglasii,Black Hawthorne,20.500000000000000,"90","4",1950-1980,Partial,"0"
"1148",Healthy,49.7,14.7 13 22,1.5,Uncorrected,2022-10-20,05:18:15pm,Tagged_T,KHCALL1019-AFT.SSF,"30","30",K Campus Trees,1.994648,"21",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1148",CRDO,Crataegus douglasii,Black Hawthorne,23.399999999999999,"90","4",1950-1980,Partial,"0"
"1147",Healthy,41.6,3.6 7.3 4 11.4 5.2 2.5 7.6,1.6,Uncorrected,2022-10-20,05:20:06pm,Tagged_T,KHCALL1019-AFT.SSF,"48","48",K Campus Trees,1.962979,"22",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1147",CRDO,Crataegus douglasii,Black Hawthorne,22.399999999999999,"90","4",1950-1980,Partial,"0"
"1148",Healthy,59.4,5.8 6.8 6.1 7.6 6.8 10 9.3 7,1.8,Uncorrected,2022-10-20,05:23:18pm,Tagged_T,KHCALL1019-AFT.SSF,"50","50",K Campus Trees,1.138065,"23",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1148",CRDO,Crataegus douglasii,Black Hawthorne,23.399999999999999,"90","4",1950-1980,Partial,"0"
"1149",Healthy,21.8,,1.4,Uncorrected,2022-10-20,05:26:18pm,Tagged_T,KHCALL1019-AFT.SSF,"14","14",K Campus Trees,0.408767,"24",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1149",ACPL,Acer platanoides,Norway Maple,26.899999999999999,"180","10",1950-1980,Sun,"0"
"1151",Healthy,17.9,,1.2,Real-time SBAS Corrected,2022-10-20,05:27:58pm,Tagged_T,KHCALL1019-AFT.SSF,"17","17",K Campus Trees,0.480567,"25",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1151",GIBI,Ginkgo biloba,Ginkgo,16.500000000000000,"180","10",1950-1980,Sun,"0"
"1152",Healthy,16.7,,1.5,Real-time SBAS Corrected,2022-10-20,05:29:51pm,Tagged_T,KHCALL1019-AFT.SSF,"15","15",K Campus Trees,0.558720,"26",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1152",GIBI,Ginkgo biloba,Ginkgo,15.000000000000000,"270","10",1950-1980,Sun,"0"
"9999",Healthy,4.7,new maple lib side academy,1.5,Real-time SBAS Corrected,2022-10-20,05:30:49pm,Tagged_T,KHCALL1019-AFT.SSF,"15","15",K Campus Trees,0.148758,"27",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,,,,,,,,,,
"9999",Healthy,5.0,,1.2,Real-time SBAS Corrected,2022-10-20,05:31:52pm,Tagged_T,KHCALL1019-AFT.SSF,"11","11",K Campus Trees,0.192915,"28",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,,,,,,,,,,
"1173",Healthy,46.6,,1.5,Real-time SBAS Corrected,2022-10-20,05:32:53pm,Tagged_T,KHCALL1019-AFT.SSF,"18","18",K Campus Trees,0.591722,"29",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1173",ACPL,Acer platanoides,Norway Maple,46.399999999999999,"270","21",,Partial,"0"
"1172",Healthy,41.1,,1.1,Real-time SBAS Corrected,2022-10-20,05:34:29pm,Tagged_T,KHCALL1019-AFT.SSF,"11","11",K Campus Trees,0.368359,"30",CampusTrees-CALL1019-AFT,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-CALL1019-AFT.shp,"1172",ACPL,Acer platanoides,Norway Maple,39.799999999999997,"270","21",,Partial,"1"
"1104",Healthy,5.6,,1.7,Real-time SBAS Corrected,2022-10-01,10:14:27am,Tagged_T,KH-TENNIS-1001.SSF,"16","16",K Campus Trees,1.575357,"1",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1104",SYRE,Syringa reticulata,Japanese Lilac,6.000000000000000,"180","4",1950-1980,Partial,"0"
"1105",Healthy,5.9,,3.1,Real-time SBAS Corrected,2022-10-01,10:16:08am,Tagged_T,KH-TENNIS-1001.SSF,"11","11",K Campus Trees,0.548539,"2",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1105",SYRE,Syringa reticulata,Japanese Lilac,5.700000000000000,"180","4",1950-1980,Shade,"0"
"1106",Healthy,5.0,,1.7,Real-time SBAS Corrected,2022-10-01,10:17:53am,Tagged_T,KH-TENNIS-1001.SSF,"12","12",K Campus Trees,0.102682,"3",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1106",SYRE,Syringa reticulata,Japanese Lilac,5.100000000000000,"180","4",1950-1980,Partial,"0"
"1107",Healthy,4.7,,2.4,Real-time SBAS Corrected,2022-10-01,10:18:53am,Tagged_T,KH-TENNIS-1001.SSF,"29","29",K Campus Trees,0.575617,"4",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1107",SYRE,Syringa reticulata,Japanese Lilac,4.300000000000000,"180","4",1950-1980,Partial,"0"
"1115",Some distress,38.5,,2.2,Real-time SBAS Corrected,2022-10-01,10:22:20am,Tagged_T,KH-TENNIS-1001.SSF,"13","13",K Campus Trees,1.353209,"5",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1115",PINI,Pinus nigra,Austrian Pine,37.500000000000000,"90","10",1950-1980,Partial,"2"
"1120",Extreme distress,29.3,,1.3,Real-time SBAS Corrected,2022-10-01,10:24:31am,Tagged_T,KH-TENNIS-1001.SSF,"11","11",K Campus Trees,0.484165,"6",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1120",PINI,Pinus nigra,Austrian Pine,28.699999999999999,"270","4",Before 1950,Partial,"2"
"1121",Healthy,40.5,,1.2,Real-time SBAS Corrected,2022-10-01,10:26:57am,Tagged_T,KH-TENNIS-1001.SSF,"12","12",K Campus Trees,1.574447,"7",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1121",ROPS,Robinia pseudoacacia,Black Locust,40.500000000000000,"270","4",Before 1950,Partial,"0"
"1122",Healthy,60.4,,1.4,Real-time SBAS Corrected,2022-10-01,10:29:59am,Tagged_T,KH-TENNIS-1001.SSF,"11","11",K Campus Trees,3.276299,"8",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1122",ULAM,Ulmus americana,American Elm,57.299999999999997,"360","10",Before 1950,Partial,"0"
"1123",,63.5,,1.7,Real-time SBAS Corrected,2022-10-01,10:33:27am,Tagged_T,KH-TENNIS-1001.SSF,"11","11",K Campus Trees,0.535307,"9",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1123",ROPS,Robinia pseudoacacia,Black Locust,64.400000000000006,"360","10",Before 1950,Partial,"0"
"1125",Healthy,21.4,,1.2,Real-time SBAS Corrected,2022-10-01,10:35:29am,Tagged_T,KH-TENNIS-1001.SSF,"11","11",K Campus Trees,0.155357,"10",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1125",ULAM,Ulmus americana,American Elm,20.800000000000001,"360","4",Before 1950,Partial,"0"
"1119",Healthy,55.0,26.4 28.6,1.5,Uncorrected,2022-10-01,10:38:18am,Tagged_T,KH-TENNIS-1001.SSF,"25","25",K Campus Trees,0.337092,"11",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1119",ULAM,Ulmus americana,American Elm,53.700000000000003,"270","4",Before 1950,Partial,"0"
"1118",Healthy,43.7,,1.2,Real-time SBAS Corrected,2022-10-01,10:41:03am,Tagged_T,KH-TENNIS-1001.SSF,"12","12",K Campus Trees,0.402922,"12",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1118",ROPS,Robinia pseudoacacia,Black Locust,42.000000000000000,"270","4",Before 1950,Partial,"0"
"1117",Healthy,47.9,,1.2,Real-time SBAS Corrected,2022-10-01,10:42:59am,Tagged_T,KH-TENNIS-1001.SSF,"12","12",K Campus Trees,0.550395,"13",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1117",ROPS,Robinia pseudoacacia,Black Locust,45.299999999999997,"270","4",Before 1950,Partial,"0"
"1124",Healthy,64.8,,1.2,Real-time SBAS Corrected,2022-10-01,10:45:14am,Tagged_T,KH-TENNIS-1001.SSF,"11","11",K Campus Trees,0.246465,"14",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1124",ACPL,Acer platanoides,Norway Maple,63.500000000000000,"360","4",Before 1950,Partial,"0"
"1224",Healthy,48.7,,1.2,Real-time SBAS Corrected,2022-10-01,10:49:18am,Tagged_T,KH-TENNIS-1001.SSF,"11","11",K Campus Trees,0.210393,"15",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1224",GLTR,Gleditsia triacanthos,Honeylocust,46.500000000000000,"270","4",Before 1950,Shade,"0"
"1190",Healthy,27.6,,1.2,Real-time SBAS Corrected,2022-10-01,10:52:14am,Tagged_T,KH-TENNIS-1001.SSF,"10","10",K Campus Trees,0.328177,"16",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1190",PYCA,Pyrus calleryana,Callery Pear,23.500000000000000,"270","15",Before 1950,Partial,"0"
"9999",Some distress,74.7,humphrey house across academy from k sign,1.1,Real-time SBAS Corrected,2022-10-01,10:55:21am,Tagged_T,KH-TENNIS-1001.SSF,"13","13",K Campus Trees,0.393962,"17",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,,,,,,,,,,
"9999",Healthy,45.0,"armored tree; front humphry; between blk locust",1.2,Real-time SBAS Corrected,2022-10-01,11:03:49am,Tagged_T,KH-TENNIS-1001.SSF,"25","25",K Campus Trees,0.317180,"18",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,,,,,,,,,,
"9999",Extreme distress,75.9,"humphry front; right black locust from street",1.2,Real-time SBAS Corrected,2022-10-01,11:06:59am,Tagged_T,KH-TENNIS-1001.SSF,"18","18",K Campus Trees,0.424704,"19",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,,,,,,,,,,
"9999",Healthy,68.1,"front humphry; 2nd tree on left of shrubbery",1.3,Real-time SBAS Corrected,2022-10-01,11:10:15am,Tagged_T,KH-TENNIS-1001.SSF,"34","34",K Campus Trees,0.607423,"20",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,,,,,,,,,,
"9999",Healthy,88.5,"37.1 51.4; blck locust front humphry near firehyd",1.7,Real-time SBAS Corrected,2022-10-01,11:18:26am,Tagged_T,KH-TENNIS-1001.SSF,"28","28",K Campus Trees,0.495869,"21",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,,,,,,,,,,
"1196",Extreme distress,136.7,35.4 38.4 24.6 38.3,1.5,Uncorrected,2022-10-01,11:22:16am,Tagged_T,KH-TENNIS-1001.SSF,"54","54",K Campus Trees,2.211139,"22",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1196",FASY,Fagus sylvatica,European Beech,132.000000000000000,"90","4",Before 1950,Sun,"0"
"1219",Some distress,70.5,spongy moth nest,1.2,Real-time SBAS Corrected,2022-10-01,11:27:55am,Tagged_T,KH-TENNIS-1001.SSF,"26","26",K Campus Trees,1.068282,"23",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1219",QUAL,Quercus alba,White Oak,64.599999999999994,"90","21",Before 1950,Sun,"0"
"1218",Healthy,88.2,,1.1,Real-time SBAS Corrected,2022-10-01,11:30:14am,Tagged_T,KH-TENNIS-1001.SSF,"11","11",K Campus Trees,0.504314,"24",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1218",PIST,Pinus strobus,Eastern White Pine,86.700000000000003,"90","21",Before 1950,Partial,"0"
"1217",Healthy,53.8,,1.4,Real-time SBAS Corrected,2022-10-01,11:35:50am,Tagged_T,KH-TENNIS-1001.SSF,"10","10",K Campus Trees,0.981050,"25",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1217",PIST,Pinus strobus,Eastern White Pine,49.299999999999997,"360","15",Before 1950,Partial,"0"
"1225",Healthy,54.4,,1.3,Real-time SBAS Corrected,2022-10-01,11:37:30am,Tagged_T,KH-TENNIS-1001.SSF,"14","14",K Campus Trees,0.237060,"26",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1225",ACRU,Acer rubrum,Red Maple,50.200000000000003,"360","10",Before 1950,Sun,"0"
"9999",Healthy,71.3,behind Humphrey house Next to faculty parking sign,1.5,Real-time SBAS Corrected,2022-10-01,11:39:47am,Tagged_T,KH-TENNIS-1001.SSF,"30","30",K Campus Trees,0.288369,"27",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,,,,,,,,,,
"1228",Healthy,37.6,,1.1,Real-time SBAS Corrected,2022-10-01,11:42:50am,Tagged_T,KH-TENNIS-1001.SSF,"10","10",K Campus Trees,0.143606,"28",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1228",ACSA7,Acer saccharum,Sugar Maple,38.000000000000000,"90","21",,Partial,"0"
"1229",Healthy,55.6,,1.7,Real-time SBAS Corrected,2022-10-01,11:43:59am,Tagged_T,KH-TENNIS-1001.SSF,"22","22",K Campus Trees,0.390160,"29",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1229",ACPL,Acer platanoides,Norway Maple,55.200000000000003,"90","21",,Partial,"1"
"1232",Healthy,55.8,,1.3,Real-time SBAS Corrected,2022-10-01,11:47:22am,Tagged_T,KH-TENNIS-1001.SSF,"12","12",K Campus Trees,0.613770,"30",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1232",GLTR,Gleditsia triacanthos,Honeylocust,48.500000000000000,"90","21",,Partial,"0"
"1230",Healthy,43.4,,1.5,Real-time SBAS Corrected,2022-10-01,11:48:59am,Tagged_T,KH-TENNIS-1001.SSF,"11","11",K Campus Trees,0.291291,"31",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1230",GLTR,Gleditsia triacanthos,Honeylocust,41.299999999999997,"90","21",,Partial,"0"
"1231",Healthy,45.9,,1.1,Real-time SBAS Corrected,2022-10-01,11:50:35am,Tagged_T,KH-TENNIS-1001.SSF,"26","26",K Campus Trees,0.318736,"32",CampusTrees-KH-TENNIS-1001,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KH-TENNIS-1001.shp,"1231",GLTR,Gleditsia triacanthos,Honeylocust,43.799999999999997,"90","21",,Partial,"0"
"607",Healthy,73.8,,3.0,Real-time SBAS Corrected,2022-11-02,02:49:31pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,0.610577,"1",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"607",QUAL,Quercus alba,White Oak,72.900000000000006,"270","15",1950-1980,Partial,"0"
"610",Healthy,39.6,,2.1,Real-time SBAS Corrected,2022-11-02,02:50:51pm,Tagged_T,KIAH-1102.SSF,"14","14",K Campus Trees,0.630541,"2",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"610",ACPL,Acer platanoides,Norway Maple,36.399999999999999,"270","15",1950-1980,Partial,"0"
"608",Healthy,59.9,,2.3,Real-time SBAS Corrected,2022-11-02,02:52:28pm,Tagged_T,KIAH-1102.SSF,"14","14",K Campus Trees,1.098681,"3",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"608",QUAL,Quercus alba,White Oak,58.500000000000000,"270","15",1950-1980,Partial,"1"
"609",Healthy,41.2,,6.8,Real-time SBAS Corrected,2022-11-02,02:53:48pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,1.864574,"4",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"609",QUAL,Quercus alba,White Oak,40.500000000000000,"270","15",1950-1980,Partial,"1"
"612",Healthy,29.7,,1.7,Real-time SBAS Corrected,2022-11-02,02:55:06pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.699371,"5",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"612",PINI,Pinus nigra,Austrian Pine,28.500000000000000,"90","15",Before 1950,Partial,"2"
"615",Healthy,26.4,5.4 6.4 7.7 4.9,1.3,Uncorrected,2022-11-02,02:56:44pm,Tagged_T,KIAH-1102.SSF,"32","32",K Campus Trees,0.602462,"6",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"615",MA3,Malus spp.,Crab Apple,12.000000000000000,"90","10",Before 1950,Partial,"0"
"616",Healthy,23.4,,1.3,Uncorrected,2022-11-02,02:59:04pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,0.742992,"7",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"616",CRDO,Crataegus douglasii,Black Hawthorn,36.100000000000001,"90","4",Before 1950,Partial,"0"
"617",Some distress,64.6,9 8.3 3.9 7..2 8.3 6.7 10.5 6.2 4.5,1.9,Uncorrected,2022-11-02,03:00:31pm,Tagged_T,KIAH-1102.SSF,"70","70",K Campus Trees,2.466865,"8",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,,,,,,,,,,
"631",Healthy,31.9,,1.3,Real-time SBAS Corrected,2022-11-02,03:05:30pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,0.374335,"9",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"631",QUAL,Quercus alba,White Oak,28.699999999999999,"270","15",1950-1980,Partial,"0"
"630",Some distress,63.9,,1.3,Real-time SBAS Corrected,2022-11-02,03:06:36pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,1.808703,"10",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"630",QUAL,Quercus alba,White Oak,63.200000000000003,"90","15",Before 1950,Partial,"0"
"629",Some distress,78.2,,1.5,Real-time SBAS Corrected,2022-11-02,03:09:50pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.394903,"11",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"629",QUAL,Quercus alba,White Oak,76.000000000000000,"90","15",Before 1950,Partial,"0"
"628",Healthy,55.3,,1.5,Real-time SBAS Corrected,2022-11-02,03:11:24pm,Tagged_T,KIAH-1102.SSF,"24","24",K Campus Trees,1.238645,"12",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"628",QUAL,Quercus alba,White Oak,55.399999999999999,"90","15",Before 1950,Partial,"1"
"626",Some distress,48.8,,1.2,Real-time SBAS Corrected,2022-11-02,03:16:29pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.535263,"13",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"626",QUAL,Quercus alba,White Oak,48.700000000000003,"90","15",Before 1950,Partial,"0"
"625",Healthy,52.2,,1.1,Real-time SBAS Corrected,2022-11-02,03:17:33pm,Tagged_T,KIAH-1102.SSF,"12","12",K Campus Trees,0.626197,"14",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"625",PIST,Pinus strobus,Eastern White Pine,50.500000000000000,"90","15",Before 1950,Partial,"1"
"624",Healthy,49.1,,1.4,Real-time SBAS Corrected,2022-11-02,03:18:42pm,Tagged_T,KIAH-1102.SSF,"11","11",K Campus Trees,0.330184,"15",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"624",PIST,Pinus strobus,Eastern White Pine,48.200000000000003,"90","15",Before 1950,Partial,"1"
"618",Some distress,50.3,,1.6,Real-time SBAS Corrected,2022-11-02,03:19:51pm,Tagged_T,KIAH-1102.SSF,"15","15",K Campus Trees,1.026662,"16",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"618",THOC,Thuja occidentalis,Northern White Cedar,48.899999999999999,"90","4",Before 1950,Partial,"1"
"619",Healthy,25.4,,1.3,Real-time SBAS Corrected,2022-11-02,03:21:29pm,Tagged_T,KIAH-1102.SSF,"10","10",K Campus Trees,0.731445,"17",CampusTrees-KIAH-1102,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH-1102.shp,"619",PYCA,Pyrus calleryana,Callery Pear,20.199999999999999,"270","4",1950-1980,Sun,"0"
